,access_date,type,country,cost,code,notes,note,pre,post_accept,post_decline,pass,accept_vendors,accept_legit,pre_vendors,pre_legit,decline_vendors,decline_legit,cmp,dec
"smart-rechner,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAAAACQgIsgRhCAcBAFAAExKQLAUEAgGQAAAAgAgAgAAA6AAQBAAABQEkAAAAAgAAAAAAAwAIAIAAAAkAAAEAAAQAIAAAABAAAAAhAAIAABEABABAAAAAAAAAAAAAAAAAAABAgAAiQAAAkIEQFAAgAAAJAAAgAgAAAAAAgAAAAAAAAAAAAAAgAAAAQAAAAAAAAACAAAA4JAPAAWABWADwAQAAyABoAEQAJgATwBCAG4ASIAvMBkgDLgGsBAAQBZwErBoAQBaAEiCIAICRB0BkABYAFYAPgBAADIAGgARAAmABPAC6AGYAaIBFgC0AG4AOcAi8BIgC8wF9AMkAZYAy4BqoDWAINDgBAAaABmgDuAIQAWcAwICVgExEoBgACwAPgBEACYAGYAtABuAEXgJEAXmAywBrBIAKALkAZoA7gDtgJWFQAwAmAFoAXmMgBABMAXmQgDgALACYAGYAtABzgEiANVIABQA0ADNAO2AmICLJSAoAAsACsAHwAgABkADQAIgATAAngBmAGiARYA3ACLwEiALzAX0AyQBlgDLgGsFAA4AuQBmgDuALqAdsBMQEWQA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,6,159
"smarterworld,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfMTBDEDCCgAAAAAAAAAAigAAAAAAAA,CPrL07APrL07AAfMTBDEDCCoAP_AAH_AAAigGMwFAAAgAVAAyACAAE8ALAAtABkAEQAJgATgAtgB-AEEAJgAnABzQDqgLaAXmAxkDGYCgAAQAKgAZABAACeAFgAWgAyACIAEwAJwAWwA_ACCAEwATgA5oB1QFtALzAYyAAA,CPrL07APrL07AAfMTBDEDCCgAAAAAAAAAAigAAAAAAAA,1,21,21,0,0,0,0,31,160
"smarthouse-pro,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfKBBDEDCCgAAAAAAAAAAigAAAAAAAA,CPrL07APrL07AAfKBBDEDCCgAP_AAH_AAAigGMwEwADAAVAAyACAAE8ALAAtABkAEQAJgATwCIgEWAJwAc0A6oB-gFtALzAYyBjMBMAAwAFQAMgAgABPACwALQAZABEACYAE8AiIBFgCcAHNAOqAfoBbQC8wGMgAAA,CPrL07APrL07AAfKBBDEDCCgAAAAAAAAAAigAAAAAAAA,1,20,20,0,0,0,0,31,161
"solidbau,at",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,162
"spielfilm,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfKGCENDCCgAAAAAAAAAAYgAAAGfgAgGfAA,CPrL07APrL07AAfKGCENDCCsAP_AAH_AAAYgJANd_H_fbX9j-f59aft0eY1f9_L_buQyDheFo-oFyNeQ9LwG22E6NEygpCgCkR4golJBIANsHElcCUERQAgFAAHsAgAEpAAIICBEgBMZQkIICBoKAoQQQACJgEg9MhWImwqWY9LmXEEA9IgQBggAgIAgAAIBAgMARAAIABIAAQIAgYAAAAAAMAAAAAACABgAAAQSAa7-P--2v7H8_z60_bo8xq_7-X-3chkHC8LR9QLka8h6XgNtsJ0aJlBSFAFIjxBRKSCQAbYOJK4EoIigBAKAAPYBAAJSAAQQECJACYyhIQQEDQUBQgggAETAJB6ZCsRNhUsx6XMuIIB6RAgDBABAQBAAAQCBAYAiAAQACQAAgQBAwAAAAAAYAAAAAAEADAAAAgAA,CPrL07APrL07AAfKGBENDCCgAAAAAAAAAAYgAAAGfgAgGfAA,1,361,361,0,1,0,1,31,163
"sportlerfrage,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAF1gAgF1AAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAHAACQgIslV5D9dLGFBMXZ5YNsgSYUX1sARpmQCCBaAE6AFwAOA8IAEk0AAMARgACACABAAoADBIAAkDABEAUCQAAgFASHkIgSAgAAKIAAAAAMQAwAAAAsAAAAAEAAIhEAJIwAAmCqwYwrsRkAEhIAQAgAAgIgBAKABAgMACEEYAAAAAAIAAoAAAgIEEAAAAAECAusAEAuoBoSBaAAgABYAFQAMgAcgA8AEAAMgAaQBEAEUAJgATwAqgBvADmAHoAPwAhABDQCIAIkASwAmgBSgC3AGHAPsA_QCBgEaAI4AXMAxQBtADcAHEAPkAocBeYDBgGGgMkAayA4IB44EIQIXARSDQBAAuACGgH2AfgB8hEAMAQ0A-wD8APkKgCABMAC4ARwBeYyAGAEwAjgC8x0DAABYAFQAMgAcgA-AEAAMgAaAA-gCIAIoATAAngBVAC4AGIAN4AcwA9AB-AENAIgAiQBLACaAFKALEAW4AwwBowD7AP0AgYBFgCOAFzAMUAbQA3ABxADnAIvAUOAvMBgwDDQGSAMsAcWA8cCAIEUhwAQABAAFwEIANNIQEgAFgAZACYAFUALgAYgA3gB6AFKALEAfYBHAC5gGKANoAc4B44EKCAAEABBKAyAAgABYAGQAOAAfACIAEwAKoAXAAxACGgEQARIApQBbwD7APwAjgBcwDFAG4APkAi8BeYDLAIAgQhJAAQALlIE4ACwAKgAZAA5AB8AIAAZAA0gCIAIoATAAngBSACqAGIAOYAfgBDQCIAIkAUoAsQBbgDRgH2AfoBFgCOAFzAMUAbQA3ACLwFDgLzAYaAyQBlgDWQHBAPHAhCBFIoABAAuA,YAAAAAAAAAAA","eyJhbGciOiJSUzI1NiIsImtpZCI6ImNkcG04c1V6aWI1RlJneXlyc1I2Ui1tVmdHNEx5bmpFejdKZUlEeWY2WnMifQ,eyJhdXRoIjp0cnVlLCJ0eXBlIjoidHJpYWwiLCJwbGFucyI6WyI0OGU2NDk4Ny0zMDMyLTRhMzQtYmU1Yy00YjFiODQ0Mjk5NjgiXSwiYXVkIjoiMzZlYmUzNzQiLCJpYXQiOjE2ODMxMTI3MDksImV4cCI6MTY4MzI4OTEwOX0,Kvgb3uZ2uhhrAc7qRX9Hv-4uMrYEI6ZZ4zjcTrc30TmkvEeY0QjWBfy6VsRqG4Kj-oYkcI0BfQfLtdQ8kliB2Q2WGVcy9ULhE4BDc1U8wHmwfKam6FFjL8EMx0M4-Uwwb7zKsHw7ksEpH2Aj2JCp4upikb6idIZPmXcZRDZYLOhiPjFDTrl0WhR2pzOuChecdLUIxrH1hUE4e3jGqiH_iaspouVukk64GwAC9zGun6WKoGixXRragz0U6vy5rsRRVk_VPP-KUOBlDTRQWhqcNs685GRsgQmxYc9rgK3DE2PNHDf0NH9adiF6Ht5GXQP6YoK1PBovruM1GGqLBuODSQ",1,1,1,0,1,0,0,6,164
"springermedizin,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCgAP_AAAAAAAYgJaBFBCpNDWEIMXxbANJgGYAU1sQQYCQACBCAAwAFDAGA8IAAkQEAEAQAEAAAAQQAgFABAEAAABBEABCAAAAEAAFkAAQQgAAIAAAEAAEQQgBAAAgAAAIgAAAIAAABCwAAkACQA8KGBEAABIAQCAAAgAAABACAAAOASAAYAAAAAAICAABAB-_9__________3_79_7_H9-f_9AAAAiEgPgAIAAqABkADkAHwAgABlAEQARQAmABPADeAHMAPwAhIBDAESAJYAUoAtwBhwD7AP0AgYBGgC5gGKANoAbgBQ4C8wGDAOTAeOBCEIANAC2AIsAXwA5wD0AIbAReAuIBkIDggIGAQuAi4GADgBPAC2AIsBDYCLwEtALiDQBAAuACGAH4AWgQAHACeAFsARYCGwEXgJaAXEIgBACGAH4KgCABMAC4AWgBeYyAEAEwBeYwACAWIcAOAAQABcALYAZABCAC-AHOAegBCACGwFxAMhAaaA_EdAkAAqABkADkAHwAgABkAD6AIgAigBMACeAFwAN4AcwA_QCGAIkASwApQBbgDDAGjAPsA_QCBgEWALEAWgAuYBigDaAG4AReAmQBQ4C8wGDAMsAcmA8cgAHAAQAL4Ac4BYgD0ALaAYkQgFAAZACYAFwAN4A-wC0AFzAMUAbQB45KAgAAgADIAHAAiABMAC5AIYAiQBSgC3AH4AWgAxQBuAEXgLzAZYSACAAXADIAIQBLRSA2ABUADIAHIAPgBAADKAIgAigBMACeAFIAOYAfoBDAESAKUAW4A0YB9gH6ARYAuYBigDaAG4AReAocBeYDkwHjgQhKACwALgBkAEIAL4Ac4BIgCxAHoAcEBAwCLgA,f_gAAAAAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAIhID4ACAAKgAZAA5AB8AIAAZQBEAEUAJgATwA3gBzAD8AISAQwBEgCWAFKALcAYcA-wD9AIGARoAuYBigDaAG4AUOAvMBgwDkwHjgQhCADQAtgCLAF8AOcA9ACGwEXgLiAZCA4ICBgELgIuBgA4ATwAtgCLAQ2Ai8BLQC4g0AQALgAhgB-AFoEABwAngBbAEWAhsBF4CWgFxCIAQAhgB-CoAgATAAuAFoAXmMgBABMAXmMAAgFiHADgAEAAXAC2AGQAQgAvgBzgHoAQgAhsBcQDIQGmgPxHQJAAKgAZAA5AB8AIAAZAA-gCIAIoATAAngBcADeAHMAP0AhgCJAEsAKUAW4AwwBowD7AP0AgYBFgCxAFoALmAYoA2gBuAEXgJkAUOAvMBgwDLAHJgPHIABwAEAC-AHOAWIA9AC2gGJEIBQAGQAmABcADeAPsAtABcwDFAG0AeOSgIAAIAAyABwAIgATAAuQCGAIkAUoAtwB-AFoAMUAbgBF4C8wGWEgAgAFwAyACEAS0UgNgAVAAyAByAD4AQAAygCIAIoATAAngBSADmAH6AQwBEgClAFuANGAfYB-gEWALmAYoA2gBuAEXgKHAXmA5MB44EISgAsAC4AZABCAC-AHOASIAsQB6AHBAQMAi4AA,YAAAAAAAAAAA",1,0,0,0,0,0,0,0,165
"springerpflege,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCgAP_AAAAAAAYgJaBFBCpNDWEIMXxbANJgGYAU1sQQYCQACBCAAwAFDAGA8IAAkQEAEAQAEAAAAQQAgFABAEAAABBEABCAAAAEAAFkAAQQgAAIAAAEAAEQQgBAAAgAAAIgAAAIAAABCwAAkACQA8KGBEAABIAQCAAAgAAABACAAAOASAAYAAAAAAICAABAB-_9__________3_79_7_H9-f_9AAAAiEgPgAIAAqABkADkAHwAgABlAEQARQAmABPADeAHMAPwAhIBDAESAJYAUoAtwBhwD7AP0AgYBGgC5gGKANoAbgBQ4C8wGDAOTAeOBCEIANAC2AIsAXwA5wD0AIbAReAuIBkIDggIGAQuAi4GADgBPAC2AIsBDYCLwEtALiDQBAAuACGAH4AWgQAHACeAFsARYCGwEXgJaAXEIgBACGAH4KgCABMAC4AWgBeYyAEAEwBeYwACAWIcAOAAQABcALYAZABCAC-AHOAegBCACGwFxAMhAaaA_EdAkAAqABkADkAHwAgABkAD6AIgAigBMACeAFwAN4AcwA_QCGAIkASwApQBbgDDAGjAPsA_QCBgEWALEAWgAuYBigDaAG4AReAmQBQ4C8wGDAMsAcmA8cgAHAAQAL4Ac4BYgD0ALaAYkQgFAAZACYAFwAN4A-wC0AFzAMUAbQB45KAgAAgADIAHAAiABMAC5AIYAiQBSgC3AH4AWgAxQBuAEXgLzAZYSACAAXADIAIQBLRSA2ABUADIAHIAPgBAADKAIgAigBMACeAFIAOYAfoBDAESAKUAW4A0YB9gH6ARYAuYBigDaAG4AReAocBeYDkwHjgQhKACwALgBkAEIAL4Ac4BIgCxAHoAcEBAwCLgA,f_gAAAAAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAIhID4ACAAKgAZAA5AB8AIAAZQBEAEUAJgATwA3gBzAD8AISAQwBEgCWAFKALcAYcA-wD9AIGARoAuYBigDaAG4AUOAvMBgwDkwHjgQhCADQAtgCLAF8AOcA9ACGwEXgLiAZCA4ICBgELgIuBgA4ATwAtgCLAQ2Ai8BLQC4g0AQALgAhgB-AFoEABwAngBbAEWAhsBF4CWgFxCIAQAhgB-CoAgATAAuAFoAXmMgBABMAXmMAAgFiHADgAEAAXAC2AGQAQgAvgBzgHoAQgAhsBcQDIQGmgPxHQJAAKgAZAA5AB8AIAAZAA-gCIAIoATAAngBcADeAHMAP0AhgCJAEsAKUAW4AwwBowD7AP0AgYBFgCxAFoALmAYoA2gBuAEXgJkAUOAvMBgwDLAHJgPHIABwAEAC-AHOAWIA9AC2gGJEIBQAGQAmABcADeAPsAtABcwDFAG0AeOSgIAAIAAyABwAIgATAAuQCGAIkAUoAtwB-AFoAMUAbgBF4C8wGWEgAgAFwAyACEAS0UgNgAVAAyAByAD4AQAAygCIAIoATAAngBSADmAH6AQwBEgClAFuANGAfYB-gEWALmAYoA2gBuAEXgKHAXmA5MB44EISgAsAC4AZABCAC-AHOASIAsQB6AHBAQMAi4AA,YAAAAAAAAAAA",1,0,0,0,0,0,0,0,166
"springerprofessional,de",,Newspaper,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAAAAAAYgJaBFJCpFDWFIMFBdAJIgGYAU1gAQICQACBCAAwAFCAGA8IAA0QEAEAQAAAAAAAAAgVABAEAAABBEABCAAAAAAQFEAAQAgAAAAAAAAAAQQABAAAgAAAAAAAAIAAABAwQAkACQIYKGBAAAgIAACAAQgAABAACAAAOACEAYAAAAAAIAAIBAAAIAEAAAAAEAAAAAA__7_H_-f__AAAAeEgWgAIAAqABkADgAIAAZAA0ACIAEwAJ4AbwA5gB-AEJAIYAiQBLAClAFuAMOAfYB-gEDAIoARoAuYBigDaAG4APkAocBeYDBgGGgOCAcmA8cCEIEUgI-gR_AkUBJCCTAJMgSbAlgBLMIAJACgAL4Ac4C6AGQgQMAhcBIICSQaAMAIYAfgB8gI_gSKAlmIgDACGAH4AfICP4EigJZiAAIErxUAQAJgC8wI_gSKGQBAAmALzAj-BIocAQAAQABcAKAAvgBzgIQAXQAyEBpoD8QJAASCAkIBI2CSIJJgSvHQLgAKgAZAA4ACAAGQANAAfABEACYAE8AN4AcwA_QCGAIkASwApQBbgDDAGjAPsA_QCBgEUAIsAXMAvQBigDaAG4ATIAocBeYDBgGGgOTAeOBFICPoEfwJFASQAkyBJsCVAEqwJYQSzBLQgALAAQAL4Ac4C2gF0AMSAkABIICRsEkQSTAlQQgHgAZACYAG8AfYBFAC5gGKANoA8cCPoEfwJFASQAkyBLQlASAAQABkADgARAAmQCGAIkAUoAtwB-AGKANwAfIBeYEfwJFASQAkqBJkkAFAAuBIACQQEkgJUFIEgAFQAMgAcABAADIAGgARAAmABPACkAHMAP0AhgCJAFKALcAaMA-wD9AIsAXMAxQBtADcAKHAXmAw0BwQDkwHjgQhAikBH8CRQEkAJMgSqAlmUAFAAXAF8AOcAkQEDAI9gSCgkiCSYElQJUA,f_gAAAAAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAHhIFoACAAKgAZAA4ACAAGQANAAiABMACeAG8AOYAfgBCQCGAIkASwApQBbgDDgH2AfoBAwCKAEaALmAYoA2gBuAD5AKHAXmAwYBhoDggHJgPHAhCBFICPoEfwJFASQgkwCTIEmwJYASzCACQAoAC-AHOAugBkIEDAIXASCAkkGgDACGAH4AfICP4EigJZiIAwAhgB-AHyAj-BIoCWYgACBK8VAEACYAvMCP4EihkAQAJgC8wI_gSKHAEAAEAAXACgAL4Ac4CEAF0AMhAaaA_ECQAEggJCASNgkiCSYErx0C4ACoAGQAOAAgABkADQAHwARAAmABPADeAHMAP0AhgCJAEsAKUAW4AwwBowD7AP0AgYBFACLAFzAL0AYoA2gBuAEyAKHAXmAwYBhoDkwHjgRSAj6BH8CRQEkAJMgSbAlQBKsCWEEswS0IACwAEAC-AHOAtoBdADEgJAASCAkbBJEEkwJUEIB4AGQAmABvAH2ARQAuYBigDaAPHAj6BH8CRQEkAJMgS0JQEgAEAAZAA4AEQAJkAhgCJAFKALcAfgBigDcAHyAXmBH8CRQEkAJKgSZJABQALgSAAkEBJICVBSBIABUADIAHAAQAAyABoAEQAJgATwApABzAD9AIYAiQBSgC3AGjAPsA_QCLAFzAMUAbQA3AChwF5gMNAcEA5MB44EIQIpAR_AkUBJACTIEqgJZlABQAFwBfADnAJEBAwCPYEgoJIgkmBJUCVAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,0,167
"sprit-plus,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAH_AAAYgIsNf_X__b2_j-_5_f_t0eY1P9_7__-0zjhfdl-8N3f_X_L8X52M7vF36pq4KuR4ku3LBIQdlHOHcDUmw6okVryPsbk2cr7NKJ7PEmnMbO2dYGH9_n13T-ZKY7_6vO__zvneQAgZCAGAAhAAQQAAAgKAAAAAAAAAASEAAAAAAAAAAAABAAgIkEAAAAAAEELgCTDVuIAuzLHBm2jCKBECMKwkKoFABRQDC0QGEDq4KdlcBPrCJACgFAE4EQIcAUZMAgAAEgCQiACQI8EAgAIgEAAIAFQiEABGwCCwAsBAIABQDQsQIoAhAkIMCACIUwICgAAABACAAAAAAAAAAABAAAAAAAAAACAAAAAAAAAAAAAAAAAAACAOEgBAMGAhCEAAgQMDQAQGMDoAQDBgGMEAAIEKCkAIBjAEISgAECBgA,f_gAD_gAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAADhIAQDBgIQhAAIEDA0AEBjA6AEAwYBjBAACBCgpACAYwBCEoABAgYA,YAAAAAAAAAAA",1,200,200,0,0,0,0,0,168
"stimme,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,169
"storage-insider,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdIENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdIENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdIENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,170
"stylevamp,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAP_AAAAAACQgIxBFJCpNDWFAMHBdAJIgGYAV1sAQICQAAACAAwAFCAGA8IAA0QEAEAQAAAAAAAAAgVABAAAAAABEAACAAAAEAQFkAAQQgAAIAAAAAAEQQgBAAAgAAAAAAAAIgAABAwQAkACQIYLGBEAAhIAQCgAAgIgBAACAAAMACEAYAAAAAAIAAIBAAgJEMAAAAAEAAQAAAHBIEwACAAKgAZAA5AB8AIAAZAA0gCIAIoATAAngBvADmAH4AQgAhoBEAESAJYAUoAw4B9gH6AQMAigBGgC5gGKANoAbgA-QChwF5gMGAYaA1kBwQDkwHjgQhAikEACgDnAXQAyECBgELg0AMAQ0A-wD8APkIgBgCGgH2AfgB8hUAIAJgC8xkAIAJgC8x0CUACoAGQAOQAfACAAGQANAAfQBEAEUAJgATwA3gBzAD8AIaARABEgCWAFKAMMAaMA-wD9AIGARQAiwBcwDFAG0ANwAi8BMgChwF5gMGAYaAywByYDxwIpDgBYACAALgBQAHOAXoA-QCEAFxALoAZCA00hAKAAyAEwAN4ApQB9gEUALmAYoA2gDxyAAQABAA5wF0AQoJQEgAEAAZAA4AB8AIgATABDQCIAIkAUsA-wD8ALmAYoA3AB8gEXgLzAZYBCEkABAAuUgQgAVAAyAByAD4AQAAyABpAEQARQAmABPACkAHMAPwAhoBEAESAKUAaMA-wD9AIsAXMAxQBtADcAIvAUOAvMBhoDLAGsgOCAcmA8cCEIEUigAQAC4A5wCRAQMAAAA,f_gAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,6,171
"sudoku-aktuell,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,172
"sudoku-topical,com",2023-03-20,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,173
"tageblatt,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,1,0,0,0,0,0,0,0,174
"tagesspiegel,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAP_AAAAAACQgISgR5DpFDWFCQXxZQONgGIQUUMAAIGQCDACBAiABAAMQYAQA0kECMASABAACAAAAIBIBAABEDAAAAAAAAAAEAACAAAAAgAAIIAAAABEQQAIAAAIIAAAAAAAIAAABAAAAmACQAYLCAEAABAAQAAAAACgAAAAAAAIAAAAAAAAAAAIAAAAAAAAgAAAOCQHAAFgAVAAyABwAEAAMgAaAA8gCIAIoATAAngBvADmAH4AQgAhgBSgC3AGGAPaAfgB-gEUAI4ASkAxQC8wGDAN1CAAgErAMhDQAwAuACGAH4IgBACGAH4KgCABMAC4ARwBeYyAGAEwAjgC8x0CQABYAFQAMgAcABAADIAGgAPIAiACKAEwAJ8AXABdADEAG8AOYAfgBDAClAFiALcAYYAygBogD2gH4AfoBFACLAEcAJSAYoBF4CZAF5gMGAZYA3UcAIAAuADkAMgBCACMgGBASsAyEhANAAWABkAJgAXAAxABvAFKALEAZQBFACOAEpAMUQAAgEZJQEgAFgAZAA4ADwAIgATAAuABiAEMAKUAW4AygB-AEcAMUAi8BeYDLCQAUAC4AOQAyAEZASsUgPAALAAqABkADgAIAAZAA0AB5AEQARQAmABPACkAGIAOYAfgBDAClAFiALcAZQA0YB-AH6ARYAjgBKQDFAIvAXmAywBupQAKABcAHIAZACRAF1AAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,6,175
"talu,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,176
"teltarif,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,177
"teslamag,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,178
"tga,at",,,Austria,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,179
